year,brand_name,phone_name,phone_link,image_link,network,launch_year,status,dimensions,weight,build,sim,other_body,display_type,display_size,display_resolution,display_protection,display_other,os,chipset,cpu,gpu,memory_slot,internal_memory,main_camera,selfie_camera,sensor....sensors,battery_size....battery_sizes,charging_watt....charging_watts,test_score....test_scores
2020,Samsung,Samsung Galaxy Note20 Ultra 5G,https://www.gsmarena.com/samsung_galaxy_note20_ultra_5g-10261.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note20-ultra-.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2020, August 05","Available. Released 2020, August 21",164.8 x 77.2 x 8.1 mm (6.49 x 3.04 x 0.32 in),208 g (7.34 oz),"Glass front (Gorilla Glass Victus), glass back (Gorilla Glass Victus), stainless steel frame","Nano-SIM and eSIM or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IP68 dust/water resistant (up to 1.5m for 30 min)
Stylus, 9ms latency (Bluetooth integration, accelerometer, gyro)","Dynamic AMOLED 2X, 120Hz, HDR10+","6.9 inches, 116.7 cm2 (~91.7% screen-to-body ratio)","1440 x 3088 pixels, 19.3:9 ratio (~496 ppi density)",Corning Gorilla Glass Victus,"Always-on display
120Hz@FHD/60Hz@QHD refresh rate","Android 10, upgradable to Android 13, One UI 5",Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA,Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (1x3.0 GHz Kryo 585 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55) - USA,Mali-G77 MP11 - GlobalAdreno 650 - USA,microSDXC (uses shared SIM slot),"128GB 12GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","108 MP, f/1.8, 26mm (wide), 1/1.33"", 0.8µm, PDAF, OIS
12 MP, f/3.0, 120mm (periscope telephoto), 1.0µm, PDAF, OIS, 5x optical zoom, 50x hybrid zoom
12 MP, f/2.2, 120˚, 13mm (ultrawide), 1/2.55"", 1.4µm","10 MP, f/2.2, 26mm (wide), 1/3.2"", 1.22µm, dual pixel PDAF","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",4500,25W15W,"AnTuTu: 508760 (v8)
GeekBench: 2603 (v5.1)
GFXBench: 42fps (ES 3.1 onscreen)"
2020,Xiaomi,Xiaomi Mi 10 Pro 5G,https://www.gsmarena.com/xiaomi_mi_10_pro_5g-10055.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-10-pro-5g.jpg,GSM / HSPA / LTE / 5G,"2020, February 13","Available. Released 2020, February 18",162.5 x 74.8 x 9 mm (6.40 x 2.94 x 0.35 in),208 g (7.34 oz),"Glass front (Gorilla Glass 5), glass back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",NA,"Super AMOLED, 90Hz, HDR10+, 500 nits (typ)","6.67 inches, 109.2 cm2 (~89.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~386 ppi density)",Corning Gorilla Glass 5,NA,"Android 10, upgradable to Android 13, MIUI 14",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","108 MP, f/1.7, (wide), 1/1.33"", 0.8µm, PDAF, OIS
12 MP, f/2.0, 50mm (telephoto), 1/2.55"", 1.4µm, dual pixel PDAF, 2x optical zoom
8 MP, f/2.0, (telephoto), 1.0µm, PDAF, OIS, 3.7x optical zoom, 5x hybrid zoom
20 MP, f/2.2, 13mm (ultrawide), 1/2.8"", 1.0µm","20 MP, f/2.0, (wide), 1/3"", 0.9µm","Fingerprint (under display, optical), accelerometer, gyro, compass, barometer",4500,50W30W,"AnTuTu: 595246 (v8)
GeekBench: 3331 (v5.1)
GFXBench: 42fps (ES 3.1 onscreen)"
2020,Samsung,Samsung Galaxy S20,https://www.gsmarena.com/samsung_galaxy_s20-10081.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s20-.jpg,GSM / CDMA / HSPA / EVDO / LTE,"2020, February 11","Available. Released 2020, March 06",151.7 x 69.1 x 7.9 mm (5.97 x 2.72 x 0.31 in),163 g (5.75 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame","Nano-SIM and eSIM or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Dynamic AMOLED 2X, 120Hz, HDR10+, 1200 nits (peak)","6.2 inches, 93.8 cm2 (~89.5% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~563 ppi density)",Corning Gorilla Glass 6,"Always-on display
120Hz@FHD/60Hz@QHD refresh rate","Android 10, upgradable to Android 13, One UI 5",Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G (7 nm+) - USA,Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55) - USA,Mali-G77 MP11 - GlobalAdreno 650 - USA,microSDXC (uses shared SIM slot),128GB 8GB RAM,"12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, dual pixel PDAF, OIS
64 MP, f/2.0, 29mm (telephoto), 1/1.72"", 0.8µm, PDAF, OIS, 1.1x optical zoom, 3x hybrid zoom
12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"" 1.4µm, Super Steady video","10 MP, f/2.2, 26mm (wide), 1/3.24"", 1.22µm, dual pixel PDAF","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",4000,25W15W,"AnTuTu: 525029 (v8)
GeekBench: 12557 (v4.4), 2750 (v5.1)
GFXBench: 44fps (ES 3.1 onscreen)"
2020,Samsung,Samsung Galaxy S10 Lite,https://www.gsmarena.com/samsung_galaxy_s10_lite-9917.php,https://fdn2.gsmarena.com/vv/bigpic/sasmung-galaxy-s10-lite-.jpg,GSM / HSPA / LTE,"2020, January 03","Available. Released 2020, February 03",162.5 x 75.6 x 8.1 mm (6.40 x 2.98 x 0.32 in),186 g (6.56 oz),"Glass front (Gorilla Glass 3+), aluminum frame, plastic back","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",NA,"Super AMOLED Plus, HDR10+","6.7 inches, 107.8 cm2 (~87.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~394 ppi density)",Corning Gorilla Glass 3+,Always-on display,"Android 10, upgradable to Android 13, One UI 5",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 512GB 8GB RAM","48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Super Steady OIS
12 MP, f/2.2, 12mm (ultrawide)
5 MP, f/2.4, (macro)","32 MP, f/2.2, 25mm (wide), 1/2.8"", 0.8µm","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",4500,45W,"AnTuTu: 370751 (v7), 459497 (v8)
GeekBench: 11151 (v4.4), 2732 (v5.1)
GFXBench: 56fps (ES 3.1 onscreen)"
2020,Samsung,Samsung Galaxy Note10 Lite,https://www.gsmarena.com/samsung_galaxy_note10_lite-10003.php,https://fdn2.gsmarena.com/vv/bigpic/sasmung-galaxy-note10-lite-r.jpg,GSM / HSPA / LTE,"2020, January 03","Available. Released 2020, January 21",163.7 x 76.1 x 8.7 mm (6.44 x 3.00 x 0.34 in),199 g (7.02 oz),"Glass front (Gorilla Glass 3), aluminum frame, plastic back","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Stylus (Bluetooth integration, accelerometer, gyro)","Super AMOLED, HDR","6.7 inches, 107.8 cm2 (~86.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~394 ppi density)",Corning Gorilla Glass 3,Always-on display,"Android 10, upgradable to Android 13, One UI 5.1",Exynos 9810 (10 nm),Octa-core (4x2.7 GHz Mongoose M3 & 4x1.7 GHz Cortex-A55),Mali-G72 MP18,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM","12 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.2, 12mm (ultrawide)","32 MP, f/2.2, 25mm (wide), 1/2.8"", 0.8µm","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",4500,25W,"AnTuTu: 258484 (v7), 341212 (v8)
GeekBench: 6103 (v4.4), 2027 (v5.1)
GFXBench: 25fps (ES 3.1 onscreen)"
2020,Samsung,Samsung Galaxy A31,https://www.gsmarena.com/samsung_galaxy_a31-10149.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a31.jpg,GSM / HSPA / LTE,"2020, March 24","Available. Released 2020, April 27",159.3 x 73.1 x 8.6 mm (6.27 x 2.88 x 0.34 in),185 g (6.53 oz),NA,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",NA,Super AMOLED,"6.4 inches, 98.9 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",NA,NA,"Android 10, up to Android 12, One UI 4.1",Mediatek MT6768 Helio P65 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚, (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)","20 MP, f/2.2, (wide)","Fingerprint (under display, optical), accelerometer, gyro, compass",5000,15W,"AnTuTu: 151815 (v8)
GeekBench: 5096 (v4.4), 1216 (v5.1)
GFXBench: 7fps (ES 3.1 onscreen)"
2021,Samsung,Samsung Galaxy S21 Ultra 5G,https://www.gsmarena.com/samsung_galaxy_s21_ultra_5g-10596.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s21-ultra-5g-.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, January 14","Available. Released 2021, January 29",165.1 x 75.6 x 8.9 mm (6.5 x 2.98 x 0.35 in),"227 g (Sub6), 229 g (mmWave) (8.01 oz)","Glass front (Gorilla Glass Victus), glass back (Gorilla Glass Victus), aluminum frame","Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)","IP68 dust/water resistant (up to 1.5m for 30 min)
Stylus support","Dynamic AMOLED 2X, 120Hz, HDR10+, 1500 nits (peak)","6.8 inches, 112.1 cm2 (~89.8% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~515 ppi density)",Corning Gorilla Glass Victus,Always-on display,"Android 11, up to 4 major Android upgrades, One UI 6.1",Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm) - USA/China,Octa-core (1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55) - InternationalOcta-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) - USA/China,Mali-G78 MP14 - InternationalAdreno 660 - USA/China,No,"128GB 12GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM","108 MP, f/1.8, 24mm (wide), 1/1.33"", 0.8µm, PDAF, OIS
10 MP, f/2.4, 72mm (telephoto), 1/3.24"", 1.22µm, dual pixel PDAF, OIS, 3x optical zoom
10 MP, f/4.9, 240mm (periscope telephoto), 1/3.24"", 1.22µm, dual pixel PDAF, OIS, 10x optical zoom
12 MP, f/2.2, 13mm (ultrawide), 1/2.55"", 1.4µm, dual pixel PDAF, Super Steady video","40 MP, f/2.2, 26mm (wide), 1/2.8"", 0.7µm, PDAF","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",5000,25W15W,"AnTuTu: 657150 (v8)
GeekBench: 3518 (v5.1)
GFXBench: 33fps (ES 3.1 onscreen)"
2021,Xiaomi,Xiaomi Redmi Note 10 Pro,https://www.gsmarena.com/xiaomi_redmi_note_10_pro-10662.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note10-pro.jpg,GSM / HSPA / LTE,"2021, March 04","Available. Released 2021, March 24",164 x 76.5 x 8.1 mm (6.46 x 3.01 x 0.32 in),193 g (6.81 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","AMOLED, 120Hz, HDR10, 450 nits (typ), 1200 nits (peak)","6.67 inches, 107.4 cm2 (~85.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 5,NA,"Android 11, upgradable to Android 13, MIUI 14",Qualcomm SM7150 Snapdragon 732G (8 nm),Octa-core (2x2.3 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,microSDXC (dedicated slot),"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro), AF
2 MP, f/2.4, (depth)","16 MP, f/2.5, (wide), 1/3.06"", 1.0µm","Fingerprint (side-mounted), accelerometer, gyro, compass",5020,33W,"AnTuTu: 295442 (v8)
GeekBench: 1780 (v5.1)
GFXBench: 16fps (ES 3.1 onscreen)"
2021,Xiaomi,Xiaomi Redmi Note 10,https://www.gsmarena.com/xiaomi_redmi_note_10-10247.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note10--.jpg,GSM / HSPA / LTE,"2021, March 04","Available. Released 2021, March 16",160.5 x 74.5 x 8.3 mm (6.32 x 2.93 x 0.33 in),178.8 g (6.31 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant (market/region dependent)","Super AMOLED, 450 nits (typ), 1100 nits (peak)","6.43 inches, 99.8 cm2 (~83.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 3,NA,"Android 11, upgradable to Android 12, MIUI 14",Qualcomm SDM678 Snapdragon 678 (11 nm),Octa-core (2x2.2 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","13 MP, f/2.5, (wide), 1/3.06"", 1.12µm","Fingerprint (side-mounted), accelerometer, gyro, compass",5000,33W,"AnTuTu: 218788 (v8)
GeekBench: 2860 (v5.1)
GFXBench: 7.9fps (ES 3.1 onscreen)"
2021,Xiaomi,Xiaomi Poco X3 Pro,https://www.gsmarena.com/xiaomi_poco_x3_pro-10802.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-poco-x3-pro-.jpg,GSM / HSPA / LTE,"2021, March 22","Available. Released 2021, March 24",165.3 x 76.8 x 9.4 mm (6.51 x 3.02 x 0.37 in),215 g (7.58 oz),"Glass front (Gorilla Glass 6), plastic back","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","IPS LCD, 120Hz, HDR10, 450 nits (typ)","6.67 inches, 107.4 cm2 (~84.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 6,NA,"Android 11, upgradable to Android 12, MIUI 13 for POCO",Qualcomm Snapdragon 860 (7 nm),Octa-core (1x2.96 GHz Kryo 485 Gold & 3x2.42 GHz Kryo 485 Gold & 4x1.78 GHz Kryo 485 Silver),Adreno 640,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM","48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1.0µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","20 MP, f/2.2, (wide), 1/3.4"", 0.8µm","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",5160,33W,"AnTuTu: 453223 (v8)
GeekBench: 2574 (v5.1)
GFXBench: 38fps (ES 3.1 onscreen)"
2021,Xiaomi,Xiaomi Poco F3,https://www.gsmarena.com/xiaomi_poco_f3-10758.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-poco-f3.jpg,GSM / HSPA / LTE / 5G,"2021, March 22","Available. Released 2021, March 27",163.7 x 76.4 x 7.8 mm (6.44 x 3.01 x 0.31 in),196 g (6.91 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","AMOLED, 120Hz, HDR10+, 1300 nits (peak)","6.67 inches, 107.4 cm2 (~85.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 5,NA,"Android 11, upgradable to Android 13, HyperOS",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide)
5 MP, f/2.4, 50mm (macro), 1/5.0"", 1.12µm, AF","20 MP, f/2.5, (wide), 1/3.4"", 0.8µm","Fingerprint (side-mounted), accelerometer, gyro, compass, color spectrum",4520,33W,"AnTuTu: 631850 (v8), 697216 (v9)
GeekBench: 3206 (v5.1)
GFXBench: 48fps (ES 3.1 onscreen)"
2021,Samsung,Samsung Galaxy S21 5G,https://www.gsmarena.com/samsung_galaxy_s21_5g-10626.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s21-5g-r.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, January 14","Available. Released 2021, January 29",151.7 x 71.2 x 7.9 mm (5.97 x 2.80 x 0.31 in),"169 g (Sub6), 171 g (mmWave) (5.96 oz)","Glass front (Gorilla Glass Victus), plastic back, aluminum frame","Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Dynamic AMOLED 2X, 120Hz, HDR10+, 1300 nits (peak)","6.2 inches, 94.1 cm2 (~87.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~421 ppi density)",Corning Gorilla Glass Victus,Always-on display,"Android 11, up to 4 major Android upgrades, One UI 6.1",Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm) - USA/China,Octa-core (1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55) - InternationalOcta-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) - USA/China,Mali-G78 MP14 - InternationalAdreno 660 - USA/China,No,"128GB 8GB RAM, 256GB 8GB RAM","12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, dual pixel PDAF, OIS
64 MP, f/2.0, 29mm (telephoto), 1/1.72"", 0.8µm, PDAF, OIS, 1.1x optical zoom, 3x hybrid zoom
12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"" 1.4µm, Super Steady video","10 MP, f/2.2, 26mm (wide), 1/3.24"", 1.22µm, dual pixel PDAF","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",4000,25W15W,"AnTuTu: 584055 (v8)
GeekBench: 3238 (v5.1)
GFXBench: 60fps (ES 3.1 onscreen)"
2021,Samsung,Samsung Galaxy A72 5G,https://www.gsmarena.com/samsung_galaxy_a72_5g-10647.php,https://fdn2.gsmarena.com/vv/bigpic/smartphone.jpg,GSM / HSPA / LTE / 5G,Not announced yet,Cancelled,165 x 77.4 x 8.4 mm (6.50 x 3.05 x 0.33 in),203 g (7.16 oz),NA,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",NA,"Super AMOLED, 120Hz, 800 nits (HBM)","6.7 inches, 108.4 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Unspecified,NA,"Android 12, One UI 4.1",Qualcomm SM7225 Snapdragon 750G 5G (8 nm),Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570),Adreno 619,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 256GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.7X"", 0.8µm, PDAF, OIS
8 MP, f/2.4, (telephoto), 1.0µm, PDAF, OIS, 3x optical zoom
12 MP, f/2.2, 123˚ (ultrawide), 1.12µm
5 MP, f/2.4, (macro)","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",5000,25W,NA
2021,Samsung,Samsung Galaxy A52,https://www.gsmarena.com/samsung_galaxy_a52-10641.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a52-4g.jpg,GSM / HSPA / LTE,"2021, March 17","Available. Released 2021, March 26",159.9 x 75.1 x 8.4 mm (6.30 x 2.96 x 0.33 in),189 g (6.67 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP67 dust/water resistant (up to 1m for 30 min),"Super AMOLED, 90Hz, 800 nits (HBM)","6.5 inches, 101.0 cm2 (~84.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~407 ppi density)",Corning Gorilla Glass 5,Always-on display,"Android 11, upgradable to Android 14, One UI 6.1",Qualcomm SM7125 Snapdragon 720G (8 nm),Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver),Adreno 618,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.7"", 0.8µm, PDAF, OIS
12 MP, f/2.2, 123˚ (ultrawide), 1.12µm
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","Fingerprint (under display, optical), accelerometer, gyro, compass",4500,25W,"AnTuTu: 261282 (v8)
GeekBench: 5865 (v4.4), 1577 (v5.1)
GFXBench: 15fps (ES 3.1 onscreen)"
2021,Samsung,Samsung Galaxy A32 5G,https://www.gsmarena.com/samsung_galaxy_a32_5g-10648.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a32-5g.jpg,GSM / CDMA / HSPA / LTE / 5G,"2021, January 13","Available. Released 2021, January 22",164.2 x 76.1 x 9.1 mm (6.46 x 3.00 x 0.36 in),205 g (7.23 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",NA,"TFT LCD, 60Hz (International), 90Hz (SM-A326U, SM-326DL only)","6.5 inches, 102.0 cm2 (~81.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Corning Gorilla Glass 5,NA,"Android 11, upgradable to Android 13, One UI 5",Mediatek Dimensity 720 (7 nm),Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC3,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚, (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","13 MP, f/2.2, (wide), 1/3.1"", 1.12µm","Fingerprint (side-mounted), accelerometer, gyro, compass",5000,15W,"AnTuTu: 226561 (v8)
GeekBench: 1673 (v5.1)"
2021,Samsung,Samsung Galaxy A52 5G,https://www.gsmarena.com/samsung_galaxy_a52_5g-10631.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a52-5g.jpg,GSM / HSPA / LTE / 5G,"2021, March 17","Available. Released 2021, March 19",159.9 x 75.1 x 8.4 mm (6.30 x 2.96 x 0.33 in),189 g (6.67 oz),"Glass front (Gorilla Glass 5), plastic back","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP67 dust/water resistant (up to 1m for 30 min),"Super AMOLED, 120Hz, HDR10+, 800 nits (HBM)","6.5 inches, 101.0 cm2 (~84.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~407 ppi density)",Corning Gorilla Glass 5,Always-on display,"Android 11, upgradable to Android 14, One UI 6.1",Qualcomm SM7225 Snapdragon 750G 5G (8 nm),Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570),Adreno 619,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.7X"", 0.8µm, PDAF, OIS
12 MP, f/2.2, 123˚ (ultrawide), 1.12µm
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","Fingerprint (under display, optical), accelerometer, gyro, compass",4500,25W,"AnTuTu: 334981 (v8), 386474 (v9)
GeekBench: 1820 (v5.1)
GFXBench: 16fps (ES 3.1 onscreen)"
